n,db_id_1,db_id_2,rmsd,tm_score,q_score,ssap_score,search_mode,search_type
217,AF-A0A0B5A8P4-F1-model_v3,AF-A0A142C1B1-F1-model_v3,3,5235,0,2923,top_aligned,contained_in
218,AF-A0A0B5A8P4-F1-model_v3,AF-B2KPN7-F1-model_v3,3,6022,0,2923,top_aligned,contained_in
219,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIW6-F1-model_v3,4,2128,0,2922,top_aligned,contained_in
220,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI9-F1-model_v3,3,6819,0,2921,top_aligned,contained_in
221,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U650-F1-model_v3,3,3416,0,2917,top_aligned,contained_in
222,AF-A0A0B5A8P4-F1-model_v3,AF-A0A075ILT5-F1-model_v3,2,3562,0,2916,top_aligned,contained_in
223,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKH6-F1-model_v3,2,6929,0,2916,top_aligned,contained_in
224,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIU7-F1-model_v3,2,9798,0,2914,top_aligned,contained_in
225,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKX0-F1-model_v3,4,2303,0,2913,top_aligned,contained_in
226,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SEP8-F1-model_v3,3,6792,0,2912,top_aligned,contained_in
227,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKH2-F1-model_v3,3,3124,0,2912,top_aligned,contained_in
228,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SET0-F1-model_v3,3,2479,0,2911,top_aligned,contained_in
229,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC7-F1-model_v3,3,3928,0,2905,top_aligned,contained_in
230,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKJ4-F1-model_v3,3,8408,0,2904,top_aligned,contained_in
231,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPH7-F1-model_v3,4,3251,0,2904,top_aligned,contained_in
232,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSL2-F1-model_v3,3,1839,0,2901,top_aligned,contained_in
233,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7A3-F1-model_v3,2,8408,0,2900,top_aligned,contained_in
234,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPD0-F1-model_v3,3,7026,0,2898,top_aligned,contained_in
235,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKR3-F1-model_v3,3,3263,0,2897,top_aligned,contained_in
236,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKG5-F1-model_v3,4,1731,0,2897,top_aligned,contained_in
237,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U644-F1-model_v3,3,6919,0,2895,top_aligned,contained_in
238,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C2X0-F1-model_v3,2,7038,0,2894,top_aligned,contained_in
239,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0A0VBX4-F1-model_v3,4,3573,0,2894,top_aligned,contained_in
240,AF-A0A0B5A8P4-F1-model_v3,AF-P56638-F1-model_v3,3,8931,0,2891,top_aligned,contained_in
241,AF-A0A0B5A8P4-F1-model_v3,AF-Q9UA72-F1-model_v3,3,8012,0,2888,top_aligned,contained_in
242,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIT3-F1-model_v3,3,0896,0,2886,top_aligned,contained_in
243,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C1M9-F1-model_v3,2,8098,0,2885,top_aligned,contained_in
244,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPE1-F1-model_v3,3,8593,0,2881,top_aligned,contained_in
245,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1N7-F1-model_v3,3,1416,0,2878,top_aligned,contained_in
246,AF-A0A0B5A8P4-F1-model_v3,AF-P85886-F1-model_v3,3,7647,0,2878,top_aligned,contained_in
247,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSL3-F1-model_v3,3,4795,0,2878,top_aligned,contained_in
248,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJR6-F1-model_v3,2,1051,0,2877,top_aligned,contained_in
249,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJZ9-F1-model_v3,2,6117,0,2876,top_aligned,contained_in
250,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1W6-F1-model_v3,2,8171,0,2876,top_aligned,contained_in
251,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0F8-F1-model_v3,2,3176,0,2874,top_aligned,contained_in
252,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPH4-F1-model_v3,3,3848,0,2874,top_aligned,contained_in
253,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7Y6-F1-model_v3,4,5532,0,2873,top_aligned,contained_in
254,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI5-F1-model_v3,3,9727,0,2872,top_aligned,contained_in
255,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKQ0-F1-model_v3,3,9055,0,2867,top_aligned,contained_in
256,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS61-F1-model_v3,2,3308,0,2866,top_aligned,contained_in
257,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKE2-F1-model_v3,2,0486,0,2866,top_aligned,contained_in
258,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U660-F1-model_v3,2,7442,0,2863,top_aligned,contained_in
259,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIY6-F1-model_v3,4,7993,0,2861,top_aligned,contained_in
260,AF-A0A0B5A8P4-F1-model_v3,AF-U3L011-F1-model_v3,2,6922,0,2861,top_aligned,contained_in
261,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U657-F1-model_v3,3,8696,0,2861,top_aligned,contained_in
262,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDW8-F1-model_v3,2,6270,0,2859,top_aligned,contained_in
263,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C1P8-F1-model_v3,4,5762,0,2858,top_aligned,contained_in
264,AF-A0A0B5A8P4-F1-model_v3,AF-A6YR21-F1-model_v3,3,7920,0,2857,top_aligned,contained_in
265,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKG1-F1-model_v3,3,4141,0,2856,top_aligned,contained_in
266,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S5S0-F1-model_v3,2,3573,0,2853,top_aligned,contained_in
267,AF-A0A0B5A8P4-F1-model_v3,AF-A0A2L2P6T1-F1-model_v3,2,9275,0,2851,top_aligned,contained_in
268,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKW3-F1-model_v3,2,2135,0,2850,top_aligned,contained_in
269,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SE51-F1-model_v3,3,2914,0,2844,top_aligned,contained_in
270,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0V2-F1-model_v3,3,1757,0,2843,top_aligned,contained_in
271,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S5R7-F1-model_v3,4,3109,0,2842,top_aligned,contained_in
272,AF-A0A0B5A8P4-F1-model_v3,AF-U3KZV0-F1-model_v3,3,3635,0,2838,top_aligned,contained_in
273,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPC8-F1-model_v3,3,7708,0,2837,top_aligned,contained_in
274,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIS1-F1-model_v3,3,8141,0,2836,top_aligned,contained_in
275,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPD7-F1-model_v3,2,6659,0,2835,top_aligned,contained_in
276,AF-A0A0B5A8P4-F1-model_v3,AF-X5IA19-F1-model_v3,3,5199,0,2833,top_aligned,contained_in
277,AF-A0A0B5A8P4-F1-model_v3,AF-P50982-F1-model_v3,3,0032,0,2828,top_aligned,contained_in
278,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPD5-F1-model_v3,4,4689,0,2825,top_aligned,contained_in
279,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1N1-F1-model_v3,3,6223,0,2822,top_aligned,contained_in
280,AF-A0A0B5A8P4-F1-model_v3,AF-Q9XZL3-F1-model_v3,3,6004,0,2819,top_aligned,contained_in
281,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLC4-F1-model_v3,2,2682,0,2819,top_aligned,contained_in
282,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDX6-F1-model_v3,2,9388,0,2819,top_aligned,contained_in
283,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKM4-F1-model_v3,3,4287,0,2813,top_aligned,contained_in
284,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U659-F1-model_v3,2,7550,0,2809,top_aligned,contained_in
285,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPJ9-F1-model_v3,3,3702,0,2808,top_aligned,contained_in
286,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S4Y0-F1-model_v3,3,2415,0,2804,top_aligned,contained_in
287,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS42-F1-model_v3,3,6821,0,2803,top_aligned,contained_in
288,AF-A0A0B5A8P4-F1-model_v3,AF-Q9XZL2-F1-model_v3,3,6685,0,2798,top_aligned,contained_in
289,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPK0-F1-model_v3,3,1153,0,2794,top_aligned,contained_in
290,AF-A0A0B5A8P4-F1-model_v3,AF-X5IGT8-F1-model_v3,3,5957,0,2793,top_aligned,contained_in
291,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSA3-F1-model_v3,3,1147,0,2792,top_aligned,contained_in
292,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS54-F1-model_v3,3,7288,0,2792,top_aligned,contained_in
293,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9L5-F1-model_v3,4,9033,0,2792,top_aligned,contained_in
294,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLD9-F1-model_v3,2,9999,0,2791,top_aligned,contained_in
295,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K8TUE6-F1-model_v3,3,7317,0,2790,top_aligned,contained_in
296,AF-A0A0B5A8P4-F1-model_v3,AF-X5IWP6-F1-model_v3,3,3380,0,2788,top_aligned,contained_in
297,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS44-F1-model_v3,4,2835,0,2785,top_aligned,contained_in
298,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SD88-F1-model_v3,3,9821,0,2784,top_aligned,contained_in
299,AF-A0A0B5A8P4-F1-model_v3,AF-H2BJY1-F1-model_v3,3,4804,0,2782,top_aligned,contained_in
300,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKQ8-F1-model_v3,3,4050,0,2782,top_aligned,contained_in
301,AF-A0A0B5A8P4-F1-model_v3,AF-D9IWN6-F1-model_v3,3,4991,0,2780,top_aligned,contained_in
302,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9A6-F1-model_v3,3,2948,0,2777,top_aligned,contained_in
303,AF-A0A0B5A8P4-F1-model_v3,AF-R4IKA1-F1-model_v3,3,8902,0,2772,top_aligned,contained_in
304,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U651-F1-model_v3,3,6946,0,2772,top_aligned,contained_in
305,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSB1-F1-model_v3,3,7358,0,2772,top_aligned,contained_in
306,AF-A0A0B5A8P4-F1-model_v3,AF-S4UKH7-F1-model_v3,3,0617,0,2771,top_aligned,contained_in
307,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSG1-F1-model_v3,3,5148,0,2770,top_aligned,contained_in
308,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIJ8-F1-model_v3,4,9956,0,2769,top_aligned,contained_in
309,AF-A0A0B5A8P4-F1-model_v3,AF-X5IG04-F1-model_v3,2,7996,0,2767,top_aligned,contained_in
310,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK92-F1-model_v3,3,1307,0,2767,top_aligned,contained_in
311,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS01-F1-model_v3,3,6646,0,2766,top_aligned,contained_in
312,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPF5-F1-model_v3,3,9015,0,2761,top_aligned,contained_in
313,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPI4-F1-model_v3,3,5482,0,2759,top_aligned,contained_in
314,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLF6-F1-model_v3,3,0835,0,2759,top_aligned,contained_in
315,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SCM4-F1-model_v3,3,8922,0,2759,top_aligned,contained_in
316,AF-A0A0B5A8P4-F1-model_v3,AF-P58806-F1-model_v3,3,8259,0,2759,top_aligned,contained_in
317,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K8TTJ7-F1-model_v3,3,4219,0,2755,top_aligned,contained_in
318,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C1T3-F1-model_v3,3,7458,0,2754,top_aligned,contained_in
319,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSF9-F1-model_v3,3,5767,0,2753,top_aligned,contained_in
320,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPH8-F1-model_v3,3,5505,0,2750,top_aligned,contained_in
321,AF-A0A0B5A8P4-F1-model_v3,AF-S4UKL6-F1-model_v3,3,2551,0,2749,top_aligned,contained_in
322,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C2B7-F1-model_v3,3,0334,0,2746,top_aligned,contained_in
323,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S932-F1-model_v3,3,2653,0,2746,top_aligned,contained_in
324,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QL98-F1-model_v3,2,9879,0,2743,top_aligned,contained_in
325,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9P5-F1-model_v3,3,6060,0,2733,top_aligned,contained_in
326,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S4Z0-F1-model_v3,2,1890,0,2733,top_aligned,contained_in
327,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9B7-F1-model_v3,2,2780,0,2732,top_aligned,contained_in
328,AF-A0A0B5A8P4-F1-model_v3,AF-C1J5M6-F1-model_v3,3,7278,0,2731,top_aligned,contained_in
329,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPJ3-F1-model_v3,3,7081,0,2730,top_aligned,contained_in
330,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C2U1-F1-model_v3,3,4614,0,2729,top_aligned,contained_in
331,AF-A0A0B5A8P4-F1-model_v3,AF-Q9TVY1-F1-model_v3,3,9971,0,2726,top_aligned,contained_in
332,AF-A0A0B5A8P4-F1-model_v3,AF-U3L074-F1-model_v3,2,1105,0,2722,top_aligned,contained_in
333,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSA4-F1-model_v3,3,2191,0,2721,top_aligned,contained_in
334,AF-A0A0B5A8P4-F1-model_v3,AF-P0C250-F1-model_v3,2,8552,0,2720,top_aligned,contained_in
335,AF-A0A0B5A8P4-F1-model_v3,AF-X5IFY8-F1-model_v3,3,4307,0,2719,top_aligned,contained_in
336,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U645-F1-model_v3,2,9446,0,2718,top_aligned,contained_in
337,AF-A0A0B5A8P4-F1-model_v3,AF-E3PQQ8-F1-model_v3,3,3360,0,2718,top_aligned,contained_in
338,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPE9-F1-model_v3,3,7938,0,2716,top_aligned,contained_in
339,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0A4-F1-model_v3,3,4375,0,2716,top_aligned,contained_in
340,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJE1-F1-model_v3,3,7937,0,2714,top_aligned,contained_in
341,AF-A0A0B5A8P4-F1-model_v3,AF-P07231-F1-model_v3,2,8156,0,2714,top_aligned,contained_in
342,AF-A0A0B5A8P4-F1-model_v3,AF-A0A075ILT2-F1-model_v3,3,4994,0,2708,top_aligned,contained_in
343,AF-A0A0B5A8P4-F1-model_v3,AF-Q9UA71-F1-model_v3,3,8660,0,2706,top_aligned,contained_in
344,AF-A0A0B5A8P4-F1-model_v3,AF-A0A2I4QAG8-F1-model_v3,3,1924,0,2702,top_aligned,contained_in
345,AF-A0A0B5A8P4-F1-model_v3,AF-U3KZW1-F1-model_v3,3,7676,0,2699,top_aligned,contained_in
346,AF-A0A0B5A8P4-F1-model_v3,AF-H2BK10-F1-model_v3,4,0359,0,2698,top_aligned,contained_in
347,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLF5-F1-model_v3,3,0468,0,2696,top_aligned,contained_in
348,AF-A0A0B5A8P4-F1-model_v3,AF-H2BK01-F1-model_v3,2,2763,0,2695,top_aligned,contained_in
349,AF-A0A0B5A8P4-F1-model_v3,AF-A0A1P8NVT3-F1-model_v3,3,4910,0,2695,top_aligned,contained_in
350,AF-A0A0B5A8P4-F1-model_v3,AF-P85013-F1-model_v3,3,8769,0,2691,top_aligned,contained_in
351,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSG0-F1-model_v3,3,3880,0,2691,top_aligned,contained_in
352,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QFM7-F1-model_v3,3,1116,0,2689,top_aligned,contained_in
353,AF-A0A0B5A8P4-F1-model_v3,AF-D4HPG5-F1-model_v3,4,3799,0,2687,top_aligned,contained_in
354,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1N8-F1-model_v3,3,4570,0,2687,top_aligned,contained_in
355,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDM2-F1-model_v3,4,0890,0,2684,top_aligned,contained_in
356,AF-A0A0B5A8P4-F1-model_v3,AF-C6ZJQ3-F1-model_v3,3,1350,0,2681,top_aligned,contained_in
357,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SEC7-F1-model_v3,2,5764,0,2680,top_aligned,contained_in
358,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CIY7-F1-model_v3,4,7961,0,2678,top_aligned,contained_in
359,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QLD6-F1-model_v3,2,7990,0,2671,top_aligned,contained_in
360,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK91-F1-model_v3,2,8116,0,2668,top_aligned,contained_in
361,AF-A0A0B5A8P4-F1-model_v3,AF-Q9BPJ4-F1-model_v3,3,4781,0,2668,top_aligned,contained_in
362,AF-A0A0B5A8P4-F1-model_v3,AF-W4VSL4-F1-model_v3,2,7668,0,2665,top_aligned,contained_in
363,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K8TTT8-F1-model_v3,3,1250,0,2663,top_aligned,contained_in
364,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0C9SER0-F1-model_v3,3,6092,0,2660,top_aligned,contained_in
365,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SEA9-F1-model_v3,3,4245,0,2658,top_aligned,contained_in
366,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K8TTU3-F1-model_v3,3,1042,0,2658,top_aligned,contained_in
367,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S9I2-F1-model_v3,1,9063,0,2654,top_aligned,contained_in
368,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S956-F1-model_v3,3,8333,0,2654,top_aligned,contained_in
369,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0U5-F1-model_v3,2,1914,0,2651,top_aligned,contained_in
370,AF-A0A0B5A8P4-F1-model_v3,AF-A0A2L2P6T9-F1-model_v3,3,7866,0,2649,top_aligned,contained_in
371,AF-A0A0B5A8P4-F1-model_v3,AF-P0DKZ0-F1-model_v3,3,1204,0,2649,top_aligned,contained_in
372,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJW1-F1-model_v3,3,5952,0,2644,top_aligned,contained_in
373,AF-A0A0B5A8P4-F1-model_v3,AF-X5IFX8-F1-model_v3,2,8714,0,2644,top_aligned,contained_in
374,AF-A0A0B5A8P4-F1-model_v3,AF-X5I9W5-F1-model_v3,3,6941,0,2644,top_aligned,contained_in
375,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS97-F1-model_v3,3,2046,0,2639,top_aligned,contained_in
376,AF-A0A0B5A8P4-F1-model_v3,AF-Q9UA95-F1-model_v3,2,0594,0,2636,top_aligned,contained_in
377,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJP8-F1-model_v3,3,2689,0,2635,top_aligned,contained_in
378,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SAM5-F1-model_v3,3,6778,0,2633,top_aligned,contained_in
379,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SCR9-F1-model_v3,4,1706,0,2632,top_aligned,contained_in
380,AF-A0A0B5A8P4-F1-model_v3,AF-A0A346CJB0-F1-model_v3,3,9855,0,2630,top_aligned,contained_in
381,AF-A0A0B5A8P4-F1-model_v3,AF-W4VS41-F1-model_v3,4,0726,0,2628,top_aligned,contained_in
382,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SDY7-F1-model_v3,2,8033,0,2625,top_aligned,contained_in
383,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C2Y6-F1-model_v3,4,3331,0,2622,top_aligned,contained_in
384,AF-A0A0B5A8P4-F1-model_v3,AF-S4UJX5-F1-model_v3,3,6797,0,2617,top_aligned,contained_in
385,AF-A0A0B5A8P4-F1-model_v3,AF-X5IGX0-F1-model_v3,4,3313,0,2613,top_aligned,contained_in
386,AF-A0A0B5A8P4-F1-model_v3,AF-P28880-F1-model_v3,3,5448,0,2612,top_aligned,contained_in
387,AF-A0A0B5A8P4-F1-model_v3,AF-Q9U655-F1-model_v3,3,6581,0,2611,top_aligned,contained_in
388,AF-A0A0B5A8P4-F1-model_v3,AF-H2BK52-F1-model_v3,3,8891,0,2610,top_aligned,contained_in
389,AF-A0A0B5A8P4-F1-model_v3,AF-A0A5P8I0N3-F1-model_v3,4,1206,0,2609,top_aligned,contained_in
390,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SAS0-F1-model_v3,3,4732,0,2605,top_aligned,contained_in
391,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7K7-F1-model_v3,2,9540,0,2602,top_aligned,contained_in
392,AF-A0A0B5A8P4-F1-model_v3,AF-A0A291C256-F1-model_v3,3,1541,0,2597,top_aligned,contained_in
393,AF-A0A0B5A8P4-F1-model_v3,AF-S4UK89-F1-model_v3,3,1009,0,2571,top_aligned,contained_in
394,AF-A0A0B5A8P4-F1-model_v3,AF-P0C1N5-F1-model_v3,3,1268,0,2571,top_aligned,contained_in
395,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2SBK8-F1-model_v3,3,5318,0,2557,top_aligned,contained_in
396,AF-A0A0B5A8P4-F1-model_v3,AF-P0C248-F1-model_v3,3,5852,0,2483,top_aligned,contained_in
397,AF-A0A0B5A8P4-F1-model_v3,AF-A0A0K2S7X6-F1-model_v3,3,8312,0,2439,top_aligned,contained_in
398,AF-A0A0B5A8P4-F1-model_v3,AF-H2BKV0-F1-model_v3,3,3993,0,2383,top_aligned,contained_in
399,AF-A0A0B5A8P4-F1-model_v3,AF-D9IXB4-F1-model_v3,3,4375,0,2376,top_aligned,contained_in
400,AF-A0A0B5A8P4-F1-model_v3,AF-A0A061QHN5-F1-model_v3,3,4388,0,2273,top_aligned,contained_in
