n,db_id_1,db_id_2,rmsd,tm_score,q_score,ssap_score,search_mode,search_type
217,AF-A0A0C9SEP5-F1-model_v3,AF-Q9XYZ1-F1-model_v3,3,6363,0,2303,top_aligned,contained_in
218,AF-A0A0C9SEP5-F1-model_v3,AF-P01523-F1-model_v3,3,7214,0,2299,top_aligned,contained_in
219,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIU7-F1-model_v3,3,6535,0,2295,top_aligned,contained_in
220,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPG0-F1-model_v3,3,8227,0,2290,top_aligned,contained_in
221,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SA09-F1-model_v3,4,5037,0,2285,top_aligned,contained_in
222,AF-A0A0C9SEP5-F1-model_v3,AF-W4VRZ2-F1-model_v3,2,6973,0,2283,top_aligned,contained_in
223,AF-A0A0C9SEP5-F1-model_v3,AF-P58808-F1-model_v3,3,7032,0,2278,top_aligned,contained_in
224,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2Y6-F1-model_v3,2,5198,0,2278,top_aligned,contained_in
225,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSG0-F1-model_v3,4,1155,0,2274,top_aligned,contained_in
226,AF-A0A0C9SEP5-F1-model_v3,AF-P58806-F1-model_v3,4,0572,0,2270,top_aligned,contained_in
227,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2W5-F1-model_v3,2,4370,0,2269,top_aligned,contained_in
228,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S742-F1-model_v3,3,3246,0,2266,top_aligned,contained_in
229,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDV7-F1-model_v3,3,6616,0,2266,top_aligned,contained_in
230,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPD4-F1-model_v3,4,1080,0,2264,top_aligned,contained_in
231,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SCM4-F1-model_v3,4,7427,0,2254,top_aligned,contained_in
232,AF-A0A0C9SEP5-F1-model_v3,AF-X5IWN5-F1-model_v3,3,4298,0,2250,top_aligned,contained_in
233,AF-A0A0C9SEP5-F1-model_v3,AF-X5IA19-F1-model_v3,3,3782,0,2248,top_aligned,contained_in
234,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS47-F1-model_v3,3,6827,0,2238,top_aligned,contained_in
235,AF-A0A0C9SEP5-F1-model_v3,AF-X5IFX8-F1-model_v3,3,6141,0,2237,top_aligned,contained_in
236,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S5S0-F1-model_v3,5,2426,0,2236,top_aligned,contained_in
237,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDX2-F1-model_v3,3,5811,0,2236,top_aligned,contained_in
238,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SBP4-F1-model_v3,4,4600,0,2233,top_aligned,contained_in
239,AF-A0A0C9SEP5-F1-model_v3,AF-X5I9W5-F1-model_v3,4,3104,0,2232,top_aligned,contained_in
240,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSF9-F1-model_v3,3,7463,0,2229,top_aligned,contained_in
241,AF-A0A0C9SEP5-F1-model_v3,AF-S4UKB4-F1-model_v3,3,0681,0,2215,top_aligned,contained_in
242,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C247-F1-model_v3,2,6208,0,2214,top_aligned,contained_in
243,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9L5-F1-model_v3,4,8380,0,2204,top_aligned,contained_in
244,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2C9-F1-model_v3,3,8231,0,2203,top_aligned,contained_in
245,AF-A0A0C9SEP5-F1-model_v3,AF-A0A679PFR1-F1-model_v3,4,9197,0,2202,top_aligned,contained_in
246,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSG7-F1-model_v3,3,1808,0,2201,top_aligned,contained_in
247,AF-A0A0C9SEP5-F1-model_v3,AF-C0HKF6-F1-model_v3,2,5472,0,2190,top_aligned,contained_in
248,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C265-F1-model_v3,2,3143,0,2190,top_aligned,contained_in
249,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVF7-F1-model_v3,4,0399,0,2189,top_aligned,contained_in
250,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJF1-F1-model_v3,2,7737,0,2186,top_aligned,contained_in
251,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDW3-F1-model_v3,2,0999,0,2186,top_aligned,contained_in
252,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0G8-F1-model_v3,4,1946,0,2182,top_aligned,contained_in
253,AF-A0A0C9SEP5-F1-model_v3,AF-S6CRD4-F1-model_v3,3,4989,0,2170,top_aligned,contained_in
254,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPH0-F1-model_v3,2,3758,0,2170,top_aligned,contained_in
255,AF-A0A0C9SEP5-F1-model_v3,AF-P0C1W5-F1-model_v3,3,6233,0,2169,top_aligned,contained_in
256,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S7Y6-F1-model_v3,3,8699,0,2168,top_aligned,contained_in
257,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPG3-F1-model_v3,3,5302,0,2161,top_aligned,contained_in
258,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPG5-F1-model_v3,2,9450,0,2159,top_aligned,contained_in
259,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SF33-F1-model_v3,2,4757,0,2158,top_aligned,contained_in
260,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8K3-F1-model_v3,2,3303,0,2155,top_aligned,contained_in
261,AF-A0A0C9SEP5-F1-model_v3,AF-P0DKZ0-F1-model_v3,3,3610,0,2154,top_aligned,contained_in
262,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKT7-F1-model_v3,3,8212,0,2151,top_aligned,contained_in
263,AF-A0A0C9SEP5-F1-model_v3,AF-X5IG01-F1-model_v3,3,2409,0,2149,top_aligned,contained_in
264,AF-A0A0C9SEP5-F1-model_v3,AF-U6C1Y8-F1-model_v3,2,5177,0,2146,top_aligned,contained_in
265,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAW2-F1-model_v3,2,2207,0,2131,top_aligned,contained_in
266,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CJ43-F1-model_v3,2,0812,0,2130,top_aligned,contained_in
267,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I134-F1-model_v3,4,4263,0,2128,top_aligned,contained_in
268,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9I7-F1-model_v3,5,0522,0,2125,top_aligned,contained_in
269,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAB8-F1-model_v3,4,6832,0,2123,top_aligned,contained_in
270,AF-A0A0C9SEP5-F1-model_v3,AF-A0A142C1Q5-F1-model_v3,3,5650,0,2110,top_aligned,contained_in
271,AF-A0A0C9SEP5-F1-model_v3,AF-A0A068B6S4-F1-model_v3,2,7487,0,2105,top_aligned,contained_in
272,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8J5-F1-model_v3,3,1681,0,2104,top_aligned,contained_in
273,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0B7-F1-model_v3,4,1098,0,2104,top_aligned,contained_in
274,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJQ7-F1-model_v3,1,6368,0,2100,top_aligned,contained_in
275,AF-A0A0C9SEP5-F1-model_v3,AF-Q9U6Z8-F1-model_v3,2,3908,0,2098,top_aligned,contained_in
276,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSF7-F1-model_v3,2,9181,0,2098,top_aligned,contained_in
277,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPJ4-F1-model_v3,3,4356,0,2097,top_aligned,contained_in
278,AF-A0A0C9SEP5-F1-model_v3,AF-X5IXX6-F1-model_v3,3,1522,0,2093,top_aligned,contained_in
279,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SCR1-F1-model_v3,5,3403,0,2093,top_aligned,contained_in
280,AF-A0A0C9SEP5-F1-model_v3,AF-Q9TVF6-F1-model_v3,3,8232,0,2091,top_aligned,contained_in
281,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJF5-F1-model_v3,2,5317,0,2090,top_aligned,contained_in
282,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S7A8-F1-model_v3,2,5451,0,2079,top_aligned,contained_in
283,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJW1-F1-model_v3,4,5804,0,2079,top_aligned,contained_in
284,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SBN6-F1-model_v3,2,3106,0,2074,top_aligned,contained_in
285,AF-A0A0C9SEP5-F1-model_v3,AF-S6CQT7-F1-model_v3,2,7762,0,2074,top_aligned,contained_in
286,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPG5-F1-model_v3,4,5205,0,2068,top_aligned,contained_in
287,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SA97-F1-model_v3,4,4275,0,2067,top_aligned,contained_in
288,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPE7-F1-model_v3,2,5525,0,2059,top_aligned,contained_in
289,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPG1-F1-model_v3,2,4844,0,2056,top_aligned,contained_in
290,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0C9SER0-F1-model_v3,2,7865,0,2054,top_aligned,contained_in
291,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9Y4-F1-model_v3,3,6316,0,2050,top_aligned,contained_in
292,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CIH0-F1-model_v3,2,4808,0,2047,top_aligned,contained_in
293,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0P0C7W0-F1-model_v3,3,8044,0,2045,top_aligned,contained_in
294,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPG2-F1-model_v3,3,4784,0,2039,top_aligned,contained_in
295,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2U7-F1-model_v3,2,6272,0,2038,top_aligned,contained_in
296,AF-A0A0C9SEP5-F1-model_v3,AF-S4UKH6-F1-model_v3,4,2355,0,2034,top_aligned,contained_in
297,AF-A0A0C9SEP5-F1-model_v3,AF-P0CY66-F1-model_v3,2,7808,0,2033,top_aligned,contained_in
298,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSB6-F1-model_v3,4,2016,0,2033,top_aligned,contained_in
299,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0B4-F1-model_v3,3,2866,0,2033,top_aligned,contained_in
300,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPD5-F1-model_v3,3,2514,0,2032,top_aligned,contained_in
301,AF-A0A0C9SEP5-F1-model_v3,AF-A0A068B153-F1-model_v3,2,4498,0,2030,top_aligned,contained_in
302,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS29-F1-model_v3,4,2387,0,2029,top_aligned,contained_in
303,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SER4-F1-model_v3,1,7020,0,2027,top_aligned,contained_in
304,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPH3-F1-model_v3,3,1071,0,2023,top_aligned,contained_in
305,AF-A0A0C9SEP5-F1-model_v3,AF-Q86DU6-F1-model_v3,3,3397,0,2023,top_aligned,contained_in
306,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9P5-F1-model_v3,2,1984,0,2022,top_aligned,contained_in
307,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9I2-F1-model_v3,2,7044,0,2021,top_aligned,contained_in
308,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S706-F1-model_v3,2,7402,0,2020,top_aligned,contained_in
309,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8D8-F1-model_v3,3,9458,0,2019,top_aligned,contained_in
310,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJD9-F1-model_v3,3,1700,0,2019,top_aligned,contained_in
311,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPD3-F1-model_v3,2,0588,0,2019,top_aligned,contained_in
312,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9W3-F1-model_v3,4,3345,0,2018,top_aligned,contained_in
313,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9A6-F1-model_v3,4,3958,0,2018,top_aligned,contained_in
314,AF-A0A0C9SEP5-F1-model_v3,AF-A0A679P8W3-F1-model_v3,3,6554,0,2015,top_aligned,contained_in
315,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S944-F1-model_v3,2,6533,0,2011,top_aligned,contained_in
316,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S764-F1-model_v3,2,8204,0,2010,top_aligned,contained_in
317,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SEB6-F1-model_v3,4,7158,0,2006,top_aligned,contained_in
318,AF-A0A0C9SEP5-F1-model_v3,AF-X5IFX3-F1-model_v3,4,7915,0,2005,top_aligned,contained_in
319,AF-A0A0C9SEP5-F1-model_v3,AF-X5IXZ6-F1-model_v3,3,1640,0,2005,top_aligned,contained_in
320,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKV3-F1-model_v3,3,0340,0,1993,top_aligned,contained_in
321,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKH3-F1-model_v3,2,8124,0,1992,top_aligned,contained_in
322,AF-A0A0C9SEP5-F1-model_v3,AF-W4VRY5-F1-model_v3,2,3729,0,1987,top_aligned,contained_in
323,AF-A0A0C9SEP5-F1-model_v3,AF-A0A061QL81-F1-model_v3,4,4930,0,1984,top_aligned,contained_in
324,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAX6-F1-model_v3,3,7351,0,1983,top_aligned,contained_in
325,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0A7-F1-model_v3,3,1486,0,1982,top_aligned,contained_in
326,AF-A0A0C9SEP5-F1-model_v3,AF-S4UKK7-F1-model_v3,2,5273,0,1982,top_aligned,contained_in
327,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9V6-F1-model_v3,3,6443,0,1977,top_aligned,contained_in
328,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKQ8-F1-model_v3,3,5139,0,1977,top_aligned,contained_in
329,AF-A0A0C9SEP5-F1-model_v3,AF-Q9U700-F1-model_v3,3,6488,0,1975,top_aligned,contained_in
330,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPF5-F1-model_v3,3,3856,0,1974,top_aligned,contained_in
331,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPF7-F1-model_v3,2,8552,0,1971,top_aligned,contained_in
332,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPF4-F1-model_v3,2,3006,0,1967,top_aligned,contained_in
333,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S854-F1-model_v3,4,4139,0,1965,top_aligned,contained_in
334,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S7B6-F1-model_v3,2,2535,0,1961,top_aligned,contained_in
335,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPG2-F1-model_v3,2,4860,0,1954,top_aligned,contained_in
336,AF-A0A0C9SEP5-F1-model_v3,AF-A0A142C1C9-F1-model_v3,2,5211,0,1954,top_aligned,contained_in
337,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0D5-F1-model_v3,2,1452,0,1952,top_aligned,contained_in
338,AF-A0A0C9SEP5-F1-model_v3,AF-W4VSK5-F1-model_v3,2,7201,0,1951,top_aligned,contained_in
339,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C291-F1-model_v3,3,8160,0,1948,top_aligned,contained_in
340,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0A4-F1-model_v3,3,6254,0,1946,top_aligned,contained_in
341,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CJK0-F1-model_v3,2,9495,0,1945,top_aligned,contained_in
342,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9W0-F1-model_v3,3,0056,0,1943,top_aligned,contained_in
343,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPC9-F1-model_v3,4,0014,0,1940,top_aligned,contained_in
344,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SEE0-F1-model_v3,2,6902,0,1939,top_aligned,contained_in
345,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPE8-F1-model_v3,3,8409,0,1933,top_aligned,contained_in
346,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAV5-F1-model_v3,2,4843,0,1932,top_aligned,contained_in
347,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K8TU56-F1-model_v3,3,4765,0,1929,top_aligned,contained_in
348,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0W3-F1-model_v3,2,7924,0,1929,top_aligned,contained_in
349,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKR9-F1-model_v3,3,7758,0,1928,top_aligned,contained_in
350,AF-A0A0C9SEP5-F1-model_v3,AF-D4HPC7-F1-model_v3,3,2927,0,1921,top_aligned,contained_in
351,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K8TTU3-F1-model_v3,2,6205,0,1920,top_aligned,contained_in
352,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S913-F1-model_v3,4,3334,0,1918,top_aligned,contained_in
353,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2V6-F1-model_v3,2,8000,0,1916,top_aligned,contained_in
354,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKT0-F1-model_v3,2,6423,0,1914,top_aligned,contained_in
355,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2U1-F1-model_v3,2,1879,0,1914,top_aligned,contained_in
356,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SB92-F1-model_v3,4,9781,0,1912,top_aligned,contained_in
357,AF-A0A0C9SEP5-F1-model_v3,AF-H2BKL7-F1-model_v3,4,0471,0,1910,top_aligned,contained_in
358,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S750-F1-model_v3,4,0103,0,1910,top_aligned,contained_in
359,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAN2-F1-model_v3,3,3449,0,1906,top_aligned,contained_in
360,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPE6-F1-model_v3,2,8784,0,1901,top_aligned,contained_in
361,AF-A0A0C9SEP5-F1-model_v3,AF-S4UJZ3-F1-model_v3,2,3587,0,1892,top_aligned,contained_in
362,AF-A0A0C9SEP5-F1-model_v3,AF-A0A346CJJ3-F1-model_v3,2,1899,0,1892,top_aligned,contained_in
363,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8V8-F1-model_v3,5,4204,0,1889,top_aligned,contained_in
364,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9H8-F1-model_v3,4,3230,0,1887,top_aligned,contained_in
365,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SD86-F1-model_v3,2,8953,0,1887,top_aligned,contained_in
366,AF-A0A0C9SEP5-F1-model_v3,AF-S6CQB7-F1-model_v3,2,8388,0,1883,top_aligned,contained_in
367,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDM2-F1-model_v3,5,3122,0,1880,top_aligned,contained_in
368,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9L7-F1-model_v3,4,4761,0,1877,top_aligned,contained_in
369,AF-A0A0C9SEP5-F1-model_v3,AF-X5I9Y2-F1-model_v3,3,0296,0,1877,top_aligned,contained_in
370,AF-A0A0C9SEP5-F1-model_v3,AF-A0A5P8I0B2-F1-model_v3,2,9605,0,1875,top_aligned,contained_in
371,AF-A0A0C9SEP5-F1-model_v3,AF-S6CRD5-F1-model_v3,1,5397,0,1875,top_aligned,contained_in
372,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S745-F1-model_v3,2,2869,0,1875,top_aligned,contained_in
373,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SB00-F1-model_v3,1,5883,0,1874,top_aligned,contained_in
374,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SEA1-F1-model_v3,2,4703,0,1868,top_aligned,contained_in
375,AF-A0A0C9SEP5-F1-model_v3,AF-A0A061QLD9-F1-model_v3,2,7182,0,1868,top_aligned,contained_in
376,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SB36-F1-model_v3,3,3164,0,1865,top_aligned,contained_in
377,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8V7-F1-model_v3,3,0542,0,1864,top_aligned,contained_in
378,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9V3-F1-model_v3,2,6425,0,1861,top_aligned,contained_in
379,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SA04-F1-model_v3,3,9363,0,1860,top_aligned,contained_in
380,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8V2-F1-model_v3,2,1689,0,1858,top_aligned,contained_in
381,AF-A0A0C9SEP5-F1-model_v3,AF-P0C1X1-F1-model_v3,2,7206,0,1858,top_aligned,contained_in
382,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDZ1-F1-model_v3,2,6728,0,1858,top_aligned,contained_in
383,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9E4-F1-model_v3,3,4436,0,1856,top_aligned,contained_in
384,AF-A0A0C9SEP5-F1-model_v3,AF-X5IGX0-F1-model_v3,4,6616,0,1854,top_aligned,contained_in
385,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9L3-F1-model_v3,3,0115,0,1853,top_aligned,contained_in
386,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K8TUE6-F1-model_v3,2,8484,0,1851,top_aligned,contained_in
387,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SEB3-F1-model_v3,3,0433,0,1846,top_aligned,contained_in
388,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SBG1-F1-model_v3,2,6745,0,1845,top_aligned,contained_in
389,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SDA0-F1-model_v3,2,0650,0,1844,top_aligned,contained_in
390,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SAE4-F1-model_v3,3,2054,0,1844,top_aligned,contained_in
391,AF-A0A0C9SEP5-F1-model_v3,AF-U6C002-F1-model_v3,3,8676,0,1843,top_aligned,contained_in
392,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S9L9-F1-model_v3,3,2154,0,1843,top_aligned,contained_in
393,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2S8X0-F1-model_v3,4,5965,0,1840,top_aligned,contained_in
394,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SE04-F1-model_v3,2,2422,0,1839,top_aligned,contained_in
395,AF-A0A0C9SEP5-F1-model_v3,AF-X5IXZ4-F1-model_v3,2,1078,0,1839,top_aligned,contained_in
396,AF-A0A0C9SEP5-F1-model_v3,AF-Q9BPF8-F1-model_v3,1,2740,0,1837,top_aligned,contained_in
397,AF-A0A0C9SEP5-F1-model_v3,AF-A0A0K2SA86-F1-model_v3,2,1559,0,1834,top_aligned,contained_in
398,AF-A0A0C9SEP5-F1-model_v3,AF-U3L077-F1-model_v3,1,3840,0,1831,top_aligned,contained_in
399,AF-A0A0C9SEP5-F1-model_v3,AF-W4VS90-F1-model_v3,2,2003,0,1829,top_aligned,contained_in
400,AF-A0A0C9SEP5-F1-model_v3,AF-A0A291C2V9-F1-model_v3,2,9281,0,1744,top_aligned,contained_in
